URL catégorie,Titres,Prix,Stock
https://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,£28.77,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",£19.55,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html,Barefoot Contessa Back to Basics,£28.01,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,£50.62,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html,My Kitchen Year: 136 Recipes That Saved My Life,£11.53,In stock (13 available)
https://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html,Everyday Italian: 125 Simple and Delicious Recipes,£20.10,In stock (12 available)
https://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",£38.77,In stock (12 available)
https://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html,Cravings: Recipes for What You Want to Eat,£20.50,In stock (11 available)
https://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",£12.34,In stock (9 available)
https://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html,32 Yolks,£53.63,In stock (8 available)
https://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",£11.38,In stock (7 available)
https://books.toscrape.com/catalogue/category/books/christian-fiction_34/index.html,Redeeming Love,£20.47,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/christian-fiction_34/index.html,Close to You,£49.46,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/christian-fiction_34/index.html,Shadows of the Past (Logan Point #1),£39.67,In stock (8 available)
https://books.toscrape.com/catalogue/category/books/christian-fiction_34/index.html,Like Never Before (Walker Family #2),£28.77,In stock (7 available)
https://books.toscrape.com/catalogue/category/books/christian-fiction_34/index.html,Counted With the Stars (Out from Egypt #1),£17.97,In stock (7 available)
https://books.toscrape.com/catalogue/category/books/christian-fiction_34/index.html,If I Run (If I Run #1),£49.97,In stock (3 available)
https://books.toscrape.com/catalogue/category/books/business_35/index.html,The Dirty Little Secrets of Getting Your Dream Job,£33.34,In stock (19 available)
https://books.toscrape.com/catalogue/category/books/business_35/index.html,The Third Wave: An Entrepreneur’s Vision of the Future,£12.61,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/business_35/index.html,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,£27.55,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/business_35/index.html,Shoe Dog: A Memoir by the Creator of NIKE,£23.99,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/business_35/index.html,Made to Stick: Why Some Ideas Survive and Others Die,£38.85,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/business_35/index.html,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,£43.14,In stock (12 available)
https://books.toscrape.com/catalogue/category/books/business_35/index.html,The Art of Startup Fundraising,£21.00,In stock (11 available)
https://books.toscrape.com/catalogue/category/books/business_35/index.html,Born for This: How to Find the Work You Were Meant to Do,£21.59,In stock (11 available)
https://books.toscrape.com/catalogue/category/books/business_35/index.html,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,£36.91,In stock (8 available)
https://books.toscrape.com/catalogue/category/books/business_35/index.html,"Rich Dad, Poor Dad",£51.74,In stock (7 available)
https://books.toscrape.com/catalogue/category/books/business_35/index.html,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,£33.92,In stock (3 available)
https://books.toscrape.com/catalogue/category/books/business_35/index.html,Rework,£44.88,In stock (3 available)
https://books.toscrape.com/catalogue/category/books/biography_36/index.html,Louisa: The Extraordinary Life of Mrs. Adams,£16.85,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/biography_36/index.html,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",£21.15,In stock (11 available)
https://books.toscrape.com/catalogue/category/books/biography_36/index.html,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,£39.55,In stock (7 available)
https://books.toscrape.com/catalogue/category/books/biography_36/index.html,Benjamin Franklin: An American Life,£48.19,In stock (7 available)
https://books.toscrape.com/catalogue/category/books/biography_36/index.html,The Rise of Theodore Roosevelt (Theodore Roosevelt #1),£42.57,In stock (3 available)
https://books.toscrape.com/catalogue/category/books/thriller_37/index.html,In Her Wake,£12.84,In stock (19 available)
https://books.toscrape.com/catalogue/category/books/thriller_37/index.html,The Elephant Tree,£23.82,In stock (18 available)
https://books.toscrape.com/catalogue/category/books/thriller_37/index.html,Behind Closed Doors,£52.22,In stock (18 available)
https://books.toscrape.com/catalogue/category/books/thriller_37/index.html,You (You #1),£43.61,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/thriller_37/index.html,The Guilty (Will Robie #4),£13.82,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/thriller_37/index.html,The 14th Colony (Cotton Malone #11),£39.24,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/thriller_37/index.html,Give It Back,£18.32,In stock (6 available)
https://books.toscrape.com/catalogue/category/books/thriller_37/index.html,Killing Floor (Jack Reacher #1),£31.49,In stock (5 available)
https://books.toscrape.com/catalogue/category/books/thriller_37/index.html,The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),£59.71,In stock (4 available)
https://books.toscrape.com/catalogue/category/books/thriller_37/index.html,Far From True (Promise Falls Trilogy #2),£34.93,In stock (4 available)
https://books.toscrape.com/catalogue/category/books/thriller_37/index.html,The Travelers,£15.77,In stock (3 available)
https://books.toscrape.com/catalogue/category/books/contemporary_38/index.html,When We Collided,£31.77,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/contemporary_38/index.html,Someone Like You (The Harrisons #2),£52.79,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/contemporary_38/index.html,We Are All Completely Beside Ourselves,£24.04,In stock (3 available)
https://books.toscrape.com/catalogue/category/books/spirituality_39/index.html,The Four Agreements: A Practical Guide to Personal Freedom,£17.66,In stock (18 available)
https://books.toscrape.com/catalogue/category/books/spirituality_39/index.html,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,£32.24,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/spirituality_39/index.html,Chasing Heaven: What Dying Taught Me About Living,£37.80,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/spirituality_39/index.html,If I Gave You God's Phone Number....: Searching for Spirituality in America,£20.91,In stock (9 available)
https://books.toscrape.com/catalogue/category/books/spirituality_39/index.html,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,£46.33,In stock (7 available)
https://books.toscrape.com/catalogue/category/books/spirituality_39/index.html,A New Earth: Awakening to Your Life's Purpose,£55.65,In stock (4 available)
https://books.toscrape.com/catalogue/category/books/academic_40/index.html,Logan Kade (Fallen Crest High #5.5),£13.12,In stock (5 available)
https://books.toscrape.com/catalogue/category/books/self-help_41/index.html,Online Marketing for Busy Authors: A Step-By-Step Guide,£46.35,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/self-help_41/index.html,How to Be Miserable: 40 Strategies You Already Use,£46.03,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/self-help_41/index.html,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",£52.15,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/self-help_41/index.html,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,£12.08,In stock (7 available)
https://books.toscrape.com/catalogue/category/books/self-help_41/index.html,How to Stop Worrying and Start Living,£46.49,In stock (6 available)
https://books.toscrape.com/catalogue/category/books/historical_42/index.html,All the Light We Cannot See,£29.87,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/historical_42/index.html,The Girl You Left Behind (The Girl You Left Behind #1),£15.79,In stock (6 available)
https://books.toscrape.com/catalogue/category/books/christian_43/index.html,(Un)Qualified: How God Uses Broken People to Do Big Things,£54.00,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/christian_43/index.html,Crazy Love: Overwhelmed by a Relentless God,£47.72,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/christian_43/index.html,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,£25.77,In stock (7 available)
https://books.toscrape.com/catalogue/category/books/suspense_44/index.html,Silence in the Dark (Logan Point #4),£58.33,In stock (8 available)
https://books.toscrape.com/catalogue/category/books/short-stories_45/index.html,The Grownup,£35.88,In stock (8 available)
https://books.toscrape.com/catalogue/category/books/novels_46/index.html,Suzie Snowflake: One beautiful flake (a self-esteem story),£54.81,In stock (9 available)
https://books.toscrape.com/catalogue/category/books/health_47/index.html,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",£49.05,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/health_47/index.html,"Eat Fat, Get Thin",£54.07,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/health_47/index.html,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,£49.71,In stock (10 available)
https://books.toscrape.com/catalogue/category/books/health_47/index.html,The Art and Science of Low Carbohydrate Living,£52.98,In stock (9 available)
https://books.toscrape.com/catalogue/category/books/politics_48/index.html,Libertarianism for Beginners,£51.33,In stock (19 available)
https://books.toscrape.com/catalogue/category/books/politics_48/index.html,Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,£52.65,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/politics_48/index.html,Equal Is Unfair: America's Misguided Fight Against Income Inequality,£56.86,In stock (12 available)
https://books.toscrape.com/catalogue/category/books/cultural_49/index.html,Amid the Chaos,£36.58,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/erotica_50/index.html,Dark Notes,£19.19,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/crime_51/index.html,The Long Shadow of Small Ghosts: Murder and Memory in an American City,£10.97,In stock (15 available)
